PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",0,1756227486363,1756227486807,Shift,16, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",1,1756227486730,1756227486808,A,65, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",2,1756227487223,1756227487382, ,32, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",3,1756227487401,1756227487472,s,83, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",4,1756227487611,1756227487697,e,69, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",5,1756227487785,1756227487880,r,82, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",6,1756227487968,1756227488030,e,69, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",7,1756227488120,1756227488206,n,78, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",8,1756227488274,1756227488345,e,69, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",9,1756227490142,1756227490253, ,32, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",10,1756227490431,1756227490533,l,76, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",11,1756227490556,1756227490643,a,65, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",12,1756227490683,1756227490761,k,75, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",13,1756227491061,1756227491155,e,69, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",14,1756227491492,1756227491626, ,32, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",15,1756227492273,1756227492328,s,83, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",16,1756227492557,1756227492636,u,85, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",17,1756227492761,1756227492815,r,82, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",18,1756227492910,1756227492973,r,82, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",19,1756227493067,1756227493169,o,79, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",20,1756227493332,1756227493409,u,85, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",21,1756227493504,1756227493583,n,78, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",22,1756227493635,1756227493721,d,68, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",23,1756227493810,1756227493880,e,69, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",24,1756227494103,1756227494173,d,68, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",25,1756227494905,1756227494999, ,32, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",26,1756227495088,1756227495167,b,66, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",27,1756227495237,1756227495308,y,89, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",28,1756227495413,1756227495539, ,32, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",29,1756227495733,1756227495811,a,65, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",30,1756227496220,1756227496330, ,32, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",31,1756227496472,1756227496550,d,68, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",32,1756227496664,1756227496742,e,69, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",33,1756227496776,1756227496854,n,78, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",34,1756227497123,1756227497154,s,83, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",35,1756227497857,1756227497944,e,69, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",36,1756227498074,1756227498161, ,32, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",37,1756227498351,1756227498438,p,80, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",38,1756227498570,1756227498641,i,73, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",39,1756227498726,1756227498796,n,78, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",40,1756227499740,1756227499818,e,69, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",41,1756227499939,1756227500065, ,32, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",42,1756227500206,1756227500301,f,70, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",43,1756227500346,1756227500424,o,79, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",44,1756227500487,1756227500557,r,82, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",45,1756227500876,1756227500939,e,69, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",46,1756227501066,1756227501137,s,83, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",47,1756227501287,1756227501349,t,84, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",48,1756227502445,1756227502550,",",188, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",49,1756227502548,1756227502714, ,32, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",50,1756227502715,1756227502789,w,87, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",51,1756227502909,1756227503004,i,73, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",52,1756227503144,1756227503206,t,84, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",53,1756227503295,1756227503365,h,72, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",54,1756227503443,1756227503545, ,32, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",55,1756227503766,1756227503844,d,68, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",56,1756227503936,1756227504014,u,85, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",57,1756227504076,1756227504147,c,67, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",58,1756227504291,1756227504385,k,75, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",59,1756227504937,1756227505007,s,83, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",60,1756227505172,1756227505258, ,32, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",61,1756227505691,1756227505754,f,70, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",62,1756227505797,1756227505883,l,76, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",63,1756227505965,1756227506059,o,79, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",64,1756227506041,1756227506126,a,65, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",65,1756227506261,1756227506332,t,84, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",66,1756227506351,1756227506430,i,73, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",67,1756227506510,1756227506588,n,78, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",68,1756227506673,1756227506727,g,71, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",69,1756227507790,1756227507877, ,32, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",70,1756227507958,1756227508020,o,79, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",71,1756227508166,1756227508244,n,78, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",72,1756227508572,1756227508706, ,32, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",73,1756227508733,1756227508812,t,84, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",74,1756227508853,1756227508931,h,72, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",75,1756227508979,1756227509049,e,69, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",76,1756227509156,1756227509267, ,32, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",77,1756227509489,1756227509567,w,87, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",78,1756227509684,1756227509763,a,65, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",79,1756227509838,1756227509909,t,84, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",80,1756227510018,1756227510096,e,69, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",81,1756227510209,1756227510288,r,82, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",82,1756227510999,1756227511157, ,32, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",83,1756227511559,1756227511645,a,65, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",84,1756227511678,1756227511757,n,78, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",85,1756227511808,1756227511878,d,68, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",86,1756227512162,1756227512344, ,32, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",87,1756227512473,1756227512551,t,84, weekly, physical-keyboard
6682afdddc274c7cc3e4ea16,image-to-prompt,1,5,2,"A serene lake surrounded by a dense pine forest, with ducks floating on the water and the sky reflecting in it.","[0,47]","[49,81]",88,1756227512602,1756227512689,h,72, weekly, physical-keyboard
