PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD
65f333c755d191fcd18fa279,prompt-to-text,0,1,1,"Vividly imagine a scene where there is nothing but infinite space, and a spacefil (UFO-LIKE) is stuck in that space. The UFO has green navigation lights. It has 2 antennas. In that infinite space, there is nothing but darkness, even light cannot travel through. The feeling is eerie and mysterious.","[83,91];[129,135]","[51,65];[277,297]",0,1756216210345,1756216210981,Shift,16, daily, physical-keyboard
65f333c755d191fcd18fa279,prompt-to-text,0,1,1,"Vividly imagine a scene where there is nothing but infinite space, and a spacefil (UFO-LIKE) is stuck in that space. The UFO has green navigation lights. It has 2 antennas. In that infinite space, there is nothing but darkness, even light cannot travel through. The feeling is eerie and mysterious.","[83,91];[129,135]","[51,65];[277,297]",1,1756216210845,1756216210983,I,73, daily, physical-keyboard
65f333c755d191fcd18fa279,prompt-to-text,0,1,1,"Vividly imagine a scene where there is nothing but infinite space, and a spacefil (UFO-LIKE) is stuck in that space. The UFO has green navigation lights. It has 2 antennas. In that infinite space, there is nothing but darkness, even light cannot travel through. The feeling is eerie and mysterious.","[83,91];[129,135]","[51,65];[277,297]",2,1756216211162,1756216211301,m,77, daily, physical-keyboard
65f333c755d191fcd18fa279,prompt-to-text,0,1,1,"Vividly imagine a scene where there is nothing but infinite space, and a spacefil (UFO-LIKE) is stuck in that space. The UFO has green navigation lights. It has 2 antennas. In that infinite space, there is nothing but darkness, even light cannot travel through. The feeling is eerie and mysterious.","[83,91];[129,135]","[51,65];[277,297]",3,1756216211349,1756216211479,a,65, daily, physical-keyboard
65f333c755d191fcd18fa279,prompt-to-text,0,1,1,"Vividly imagine a scene where there is nothing but infinite space, and a spacefil (UFO-LIKE) is stuck in that space. The UFO has green navigation lights. It has 2 antennas. In that infinite space, there is nothing but darkness, even light cannot travel through. The feeling is eerie and mysterious.","[83,91];[129,135]","[51,65];[277,297]",4,1756216211572,1756216211668,g,71, daily, physical-keyboard
65f333c755d191fcd18fa279,prompt-to-text,0,1,1,"Vividly imagine a scene where there is nothing but infinite space, and a spacefil (UFO-LIKE) is stuck in that space. The UFO has green navigation lights. It has 2 antennas. In that infinite space, there is nothing but darkness, even light cannot travel through. The feeling is eerie and mysterious.","[83,91];[129,135]","[51,65];[277,297]",5,1756216211804,1756216211907,i,73, daily, physical-keyboard
65f333c755d191fcd18fa279,prompt-to-text,0,1,1,"Vividly imagine a scene where there is nothing but infinite space, and a spacefil (UFO-LIKE) is stuck in that space. The UFO has green navigation lights. It has 2 antennas. In that infinite space, there is nothing but darkness, even light cannot travel through. The feeling is eerie and mysterious.","[83,91];[129,135]","[51,65];[277,297]",6,1756216212268,1756216212377,Backspace,8, daily, physical-keyboard
65f333c755d191fcd18fa279,prompt-to-text,0,1,1,"Vividly imagine a scene where there is nothing but infinite space, and a spacefil (UFO-LIKE) is stuck in that space. The UFO has green navigation lights. It has 2 antennas. In that infinite space, there is nothing but darkness, even light cannot travel through. The feeling is eerie and mysterious.","[83,91];[129,135]","[51,65];[277,297]",7,1756216212422,1756216212547,Backspace,8, daily, physical-keyboard
65f333c755d191fcd18fa279,prompt-to-text,0,1,1,"Vividly imagine a scene where there is nothing but infinite space, and a spacefil (UFO-LIKE) is stuck in that space. The UFO has green navigation lights. It has 2 antennas. In that infinite space, there is nothing but darkness, even light cannot travel through. The feeling is eerie and mysterious.","[83,91];[129,135]","[51,65];[277,297]",8,1756216212588,1756216212670,Backspace,8, daily, physical-keyboard
65f333c755d191fcd18fa279,prompt-to-text,0,1,1,"Vividly imagine a scene where there is nothing but infinite space, and a spacefil (UFO-LIKE) is stuck in that space. The UFO has green navigation lights. It has 2 antennas. In that infinite space, there is nothing but darkness, even light cannot travel through. The feeling is eerie and mysterious.","[83,91];[129,135]","[51,65];[277,297]",9,1756216212776,1756216212891,Backspace,8, daily, physical-keyboard
