PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,CONFIDENT_MARKED_CHAR,UNCONFIDENT_MARKED_CHAR
6679a3b7cb020a6e4728eac5,image-to-prompt,0,2,6,"A office interior, white walls, large windows, clear light introducing in the room, a boy and a girl working in their computers, without watching or talking themselfts.","[0,128]","[62,129]",0,1756212849082,1756212849177,CapsLock,20, daily, physical-keyboard,-1,0,0
6679a3b7cb020a6e4728eac5,image-to-prompt,0,2,6,"A office interior, white walls, large windows, clear light introducing in the room, a boy and a girl working in their computers, without watching or talking themselfts.","[0,128]","[62,129]",1,1756212849305,1756212849446,A,65, daily, physical-keyboard,0,1,0
6679a3b7cb020a6e4728eac5,image-to-prompt,0,2,6,"A office interior, white walls, large windows, clear light introducing in the room, a boy and a girl working in their computers, without watching or talking themselfts.","[0,128]","[62,129]",2,1756212850152,1756212850274,CapsLock,20, daily, physical-keyboard,-1,0,0
6679a3b7cb020a6e4728eac5,image-to-prompt,0,2,6,"A office interior, white walls, large windows, clear light introducing in the room, a boy and a girl working in their computers, without watching or talking themselfts.","[0,128]","[62,129]",3,1756212850361,1756212850444, ,32, daily, physical-keyboard,1,1,0
6679a3b7cb020a6e4728eac5,image-to-prompt,0,2,6,"A office interior, white walls, large windows, clear light introducing in the room, a boy and a girl working in their computers, without watching or talking themselfts.","[0,128]","[62,129]",4,1756212850576,1756212850679,o,79, daily, physical-keyboard,2,1,0
6679a3b7cb020a6e4728eac5,image-to-prompt,0,2,6,"A office interior, white walls, large windows, clear light introducing in the room, a boy and a girl working in their computers, without watching or talking themselfts.","[0,128]","[62,129]",5,1756212850721,1756212850808,f,70, daily, physical-keyboard,3,1,0
6679a3b7cb020a6e4728eac5,image-to-prompt,0,2,6,"A office interior, white walls, large windows, clear light introducing in the room, a boy and a girl working in their computers, without watching or talking themselfts.","[0,128]","[62,129]",6,1756212850870,1756212850961,f,70, daily, physical-keyboard,4,1,0
6679a3b7cb020a6e4728eac5,image-to-prompt,0,2,6,"A office interior, white walls, large windows, clear light introducing in the room, a boy and a girl working in their computers, without watching or talking themselfts.","[0,128]","[62,129]",7,1756212850968,1756212851052,i,73, daily, physical-keyboard,5,1,0
6679a3b7cb020a6e4728eac5,image-to-prompt,0,2,6,"A office interior, white walls, large windows, clear light introducing in the room, a boy and a girl working in their computers, without watching or talking themselfts.","[0,128]","[62,129]",8,1756212851079,1756212851146,c,67, daily, physical-keyboard,6,1,0
6679a3b7cb020a6e4728eac5,image-to-prompt,0,2,6,"A office interior, white walls, large windows, clear light introducing in the room, a boy and a girl working in their computers, without watching or talking themselfts.","[0,128]","[62,129]",9,1756212851274,1756212851362,e,69, daily, physical-keyboard,7,1,0
