PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,WORD
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",0,1755625006668,1755625006806,Shift,16, rarely, physical-keyboard,0,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",1,1755625006735,1755625006820,C,67, rarely, physical-keyboard,0,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",2,1755625006967,1755625007085,r,82, rarely, physical-keyboard,1,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",3,1755625007051,1755625007133,e,69, rarely, physical-keyboard,2,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",4,1755625007141,1755625007279,a,65, rarely, physical-keyboard,3,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",5,1755625007476,1755625007570,t,84, rarely, physical-keyboard,4,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",6,1755625007751,1755625007845,e,69, rarely, physical-keyboard,5,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",7,1755625007896,1755625008044, ,32, rarely, physical-keyboard,6,0
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",8,1755625008064,1755625008184,a,65, rarely, physical-keyboard,7,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",9,1755625008162,1755625008285,n,78, rarely, physical-keyboard,8,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",10,1755625008211,1755625008350, ,32, rarely, physical-keyboard,9,0
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",11,1755625008371,1755625008459,i,73, rarely, physical-keyboard,10,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",12,1755625008507,1755625008617,m,77, rarely, physical-keyboard,11,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",13,1755625008611,1755625008693,a,65, rarely, physical-keyboard,12,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",14,1755625008741,1755625008829,g,71, rarely, physical-keyboard,13,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",15,1755625008899,1755625008996,e,69, rarely, physical-keyboard,14,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",16,1755625009021,1755625009137, ,32, rarely, physical-keyboard,15,0
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",17,1755625009185,1755625009284,o,79, rarely, physical-keyboard,16,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",18,1755625009295,1755625009355,f,70, rarely, physical-keyboard,17,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",19,1755625009389,1755625009512, ,32, rarely, physical-keyboard,18,0
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",20,1755625011846,1755625011934,a,65, rarely, physical-keyboard,19,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",21,1755625011992,1755625012111, ,32, rarely, physical-keyboard,19,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",22,1755625015229,1755625015344,Backspace,8, rarely, physical-keyboard,19,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",23,1755625015429,1755625015521,Backspace,8, rarely, physical-keyboard,19,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",24,1755625015938,1755625016015,t,84, rarely, physical-keyboard,19,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",25,1755625016019,1755625016087,h,72, rarely, physical-keyboard,20,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",26,1755625016071,1755625016153,e,69, rarely, physical-keyboard,21,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",27,1755625016170,1755625016291, ,32, rarely, physical-keyboard,22,0
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",28,1755625016253,1755625016351,b,66, rarely, physical-keyboard,23,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",29,1755625016401,1755625016485,a,65, rarely, physical-keyboard,24,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",30,1755625016516,1755625016614,c,67, rarely, physical-keyboard,25,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",31,1755625016632,1755625016775,k,75, rarely, physical-keyboard,26,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",32,1755625016714,1755625016843, ,32, rarely, physical-keyboard,27,0
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",33,1755625016811,1755625016892,v,86, rarely, physical-keyboard,28,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",34,1755625017379,1755625017465,i,73, rarely, physical-keyboard,29,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",35,1755625017491,1755625017620,e,69, rarely, physical-keyboard,30,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",36,1755625017541,1755625017653,w,87, rarely, physical-keyboard,31,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",37,1755625017646,1755625017788, ,32, rarely, physical-keyboard,32,0
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",38,1755625017779,1755625017873,o,79, rarely, physical-keyboard,33,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",39,1755625017887,1755625017968,f,70, rarely, physical-keyboard,34,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",40,1755625017982,1755625018052, ,32, rarely, physical-keyboard,35,0
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",41,1755625018041,1755625018147,a,65, rarely, physical-keyboard,36,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",42,1755625018105,1755625018246, ,32, rarely, physical-keyboard,37,0
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",43,1755625018726,1755625018812,m,77, rarely, physical-keyboard,38,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",44,1755625018803,1755625018919,a,65, rarely, physical-keyboard,39,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",45,1755625018944,1755625019123,n,78, rarely, physical-keyboard,40,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",46,1755625019012,1755625019160, ,32, rarely, physical-keyboard,41,0
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",47,1755625019188,1755625019312,a,65, rarely, physical-keyboard,42,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",48,1755625019302,1755625019387,n,78, rarely, physical-keyboard,43,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",49,1755625019390,1755625019473,d,68, rarely, physical-keyboard,44,1
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",50,1755625019467,1755625019587, ,32, rarely, physical-keyboard,45,0
5ced66139b5b490001b688ed,image-to-prompt,0,1,3,"Create an image of the back view of a man and women, sitting in office chairs and looking at computer screens. There in a white walled office, with desk lamps and pens on the desk and large windows in the background.","[53,77]","[205,215]",51,1755625019690,1755625019789,w,87, rarely, physical-keyboard,46,1
