PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,WORD
65f03cac071873738667ccbb,prompt-to-image,1,6,3,"Help me create an outline for a play. The topic is a modern interpretation of Hamlet. Setting is a town in the deep South US, the main character is a highly conservative man.","[0,36];[86,124]","[38,84];[125,174]",0,1756287228542,1756287228749,Shift,16, daily, physical-keyboard,0,1
65f03cac071873738667ccbb,prompt-to-image,1,6,3,"Help me create an outline for a play. The topic is a modern interpretation of Hamlet. Setting is a town in the deep South US, the main character is a highly conservative man.","[0,36];[86,124]","[38,84];[125,174]",1,1756287228681,1756287228822,H,72, daily, physical-keyboard,0,1
65f03cac071873738667ccbb,prompt-to-image,1,6,3,"Help me create an outline for a play. The topic is a modern interpretation of Hamlet. Setting is a town in the deep South US, the main character is a highly conservative man.","[0,36];[86,124]","[38,84];[125,174]",2,1756287229041,1756287229154,e,69, daily, physical-keyboard,1,1
65f03cac071873738667ccbb,prompt-to-image,1,6,3,"Help me create an outline for a play. The topic is a modern interpretation of Hamlet. Setting is a town in the deep South US, the main character is a highly conservative man.","[0,36];[86,124]","[38,84];[125,174]",3,1756287229128,1756287229232,l,76, daily, physical-keyboard,2,1
65f03cac071873738667ccbb,prompt-to-image,1,6,3,"Help me create an outline for a play. The topic is a modern interpretation of Hamlet. Setting is a town in the deep South US, the main character is a highly conservative man.","[0,36];[86,124]","[38,84];[125,174]",4,1756287229393,1756287229496,p,80, daily, physical-keyboard,3,1
65f03cac071873738667ccbb,prompt-to-image,1,6,3,"Help me create an outline for a play. The topic is a modern interpretation of Hamlet. Setting is a town in the deep South US, the main character is a highly conservative man.","[0,36];[86,124]","[38,84];[125,174]",5,1756287229554,1756287229681, ,32, daily, physical-keyboard,4,0
65f03cac071873738667ccbb,prompt-to-image,1,6,3,"Help me create an outline for a play. The topic is a modern interpretation of Hamlet. Setting is a town in the deep South US, the main character is a highly conservative man.","[0,36];[86,124]","[38,84];[125,174]",6,1756287230057,1756287230138,m,77, daily, physical-keyboard,5,1
65f03cac071873738667ccbb,prompt-to-image,1,6,3,"Help me create an outline for a play. The topic is a modern interpretation of Hamlet. Setting is a town in the deep South US, the main character is a highly conservative man.","[0,36];[86,124]","[38,84];[125,174]",7,1756287230159,1756287230270,e,69, daily, physical-keyboard,6,1
65f03cac071873738667ccbb,prompt-to-image,1,6,3,"Help me create an outline for a play. The topic is a modern interpretation of Hamlet. Setting is a town in the deep South US, the main character is a highly conservative man.","[0,36];[86,124]","[38,84];[125,174]",8,1756287230287,1756287230418, ,32, daily, physical-keyboard,7,0
65f03cac071873738667ccbb,prompt-to-image,1,6,3,"Help me create an outline for a play. The topic is a modern interpretation of Hamlet. Setting is a town in the deep South US, the main character is a highly conservative man.","[0,36];[86,124]","[38,84];[125,174]",9,1756287231797,1756287231905,c,67, daily, physical-keyboard,8,1
65f03cac071873738667ccbb,prompt-to-image,1,6,3,"Help me create an outline for a play. The topic is a modern interpretation of Hamlet. Setting is a town in the deep South US, the main character is a highly conservative man.","[0,36];[86,124]","[38,84];[125,174]",10,1756287232066,1756287232234,r,82, daily, physical-keyboard,9,1
65f03cac071873738667ccbb,prompt-to-image,1,6,3,"Help me create an outline for a play. The topic is a modern interpretation of Hamlet. Setting is a town in the deep South US, the main character is a highly conservative man.","[0,36];[86,124]","[38,84];[125,174]",11,1756287232155,1756287232331,e,69, daily, physical-keyboard,10,1
65f03cac071873738667ccbb,prompt-to-image,1,6,3,"Help me create an outline for a play. The topic is a modern interpretation of Hamlet. Setting is a town in the deep South US, the main character is a highly conservative man.","[0,36];[86,124]","[38,84];[125,174]",12,1756287232773,1756287232939,a,65, daily, physical-keyboard,11,1
65f03cac071873738667ccbb,prompt-to-image,1,6,3,"Help me create an outline for a play. The topic is a modern interpretation of Hamlet. Setting is a town in the deep South US, the main character is a highly conservative man.","[0,36];[86,124]","[38,84];[125,174]",13,1756287232946,1756287233088,t,84, daily, physical-keyboard,12,1
65f03cac071873738667ccbb,prompt-to-image,1,6,3,"Help me create an outline for a play. The topic is a modern interpretation of Hamlet. Setting is a town in the deep South US, the main character is a highly conservative man.","[0,36];[86,124]","[38,84];[125,174]",14,1756287233064,1756287233160,e,69, daily, physical-keyboard,13,1
65f03cac071873738667ccbb,prompt-to-image,1,6,3,"Help me create an outline for a play. The topic is a modern interpretation of Hamlet. Setting is a town in the deep South US, the main character is a highly conservative man.","[0,36];[86,124]","[38,84];[125,174]",15,1756287233215,1756287233324, ,32, daily, physical-keyboard,14,0
65f03cac071873738667ccbb,prompt-to-image,1,6,3,"Help me create an outline for a play. The topic is a modern interpretation of Hamlet. Setting is a town in the deep South US, the main character is a highly conservative man.","[0,36];[86,124]","[38,84];[125,174]",16,1756287233973,1756287234081,a,65, daily, physical-keyboard,15,1
65f03cac071873738667ccbb,prompt-to-image,1,6,3,"Help me create an outline for a play. The topic is a modern interpretation of Hamlet. Setting is a town in the deep South US, the main character is a highly conservative man.","[0,36];[86,124]","[38,84];[125,174]",17,1756287234084,1756287234194,n,78, daily, physical-keyboard,16,1
65f03cac071873738667ccbb,prompt-to-image,1,6,3,"Help me create an outline for a play. The topic is a modern interpretation of Hamlet. Setting is a town in the deep South US, the main character is a highly conservative man.","[0,36];[86,124]","[38,84];[125,174]",18,1756287234242,1756287234346, ,32, daily, physical-keyboard,17,0
65f03cac071873738667ccbb,prompt-to-image,1,6,3,"Help me create an outline for a play. The topic is a modern interpretation of Hamlet. Setting is a town in the deep South US, the main character is a highly conservative man.","[0,36];[86,124]","[38,84];[125,174]",19,1756287234766,1756287234877,o,79, daily, physical-keyboard,18,1
65f03cac071873738667ccbb,prompt-to-image,1,6,3,"Help me create an outline for a play. The topic is a modern interpretation of Hamlet. Setting is a town in the deep South US, the main character is a highly conservative man.","[0,36];[86,124]","[38,84];[125,174]",20,1756287234952,1756287235057,u,85, daily, physical-keyboard,19,1
65f03cac071873738667ccbb,prompt-to-image,1,6,3,"Help me create an outline for a play. The topic is a modern interpretation of Hamlet. Setting is a town in the deep South US, the main character is a highly conservative man.","[0,36];[86,124]","[38,84];[125,174]",21,1756287235146,1756287235259,t,84, daily, physical-keyboard,20,1
65f03cac071873738667ccbb,prompt-to-image,1,6,3,"Help me create an outline for a play. The topic is a modern interpretation of Hamlet. Setting is a town in the deep South US, the main character is a highly conservative man.","[0,36];[86,124]","[38,84];[125,174]",22,1756287235279,1756287235399,l,76, daily, physical-keyboard,21,1
65f03cac071873738667ccbb,prompt-to-image,1,6,3,"Help me create an outline for a play. The topic is a modern interpretation of Hamlet. Setting is a town in the deep South US, the main character is a highly conservative man.","[0,36];[86,124]","[38,84];[125,174]",23,1756287235536,1756287235622,i,73, daily, physical-keyboard,22,1
65f03cac071873738667ccbb,prompt-to-image,1,6,3,"Help me create an outline for a play. The topic is a modern interpretation of Hamlet. Setting is a town in the deep South US, the main character is a highly conservative man.","[0,36];[86,124]","[38,84];[125,174]",24,1756287235730,1756287235827,n,78, daily, physical-keyboard,23,1
65f03cac071873738667ccbb,prompt-to-image,1,6,3,"Help me create an outline for a play. The topic is a modern interpretation of Hamlet. Setting is a town in the deep South US, the main character is a highly conservative man.","[0,36];[86,124]","[38,84];[125,174]",25,1756287235848,1756287235937,e,69, daily, physical-keyboard,24,1
65f03cac071873738667ccbb,prompt-to-image,1,6,3,"Help me create an outline for a play. The topic is a modern interpretation of Hamlet. Setting is a town in the deep South US, the main character is a highly conservative man.","[0,36];[86,124]","[38,84];[125,174]",26,1756287235938,1756287236043, ,32, daily, physical-keyboard,25,0
65f03cac071873738667ccbb,prompt-to-image,1,6,3,"Help me create an outline for a play. The topic is a modern interpretation of Hamlet. Setting is a town in the deep South US, the main character is a highly conservative man.","[0,36];[86,124]","[38,84];[125,174]",27,1756287236151,1756287236248,f,70, daily, physical-keyboard,26,1
