PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,CONFIDENT_MARKED_CHAR,UNCONFIDENT_MARKED_CHAR,WORD
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",0,1756213258733,1756213258919,Shift,16, weekly, physical-keyboard,0,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",1,1756213258870,1756213258939,G,71, weekly, physical-keyboard,0,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",2,1756213258980,1756213259078,e,69, weekly, physical-keyboard,1,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",3,1756213259105,1756213259175,n,78, weekly, physical-keyboard,2,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",4,1756213259179,1756213259258,e,69, weekly, physical-keyboard,3,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",5,1756213259350,1756213259407,r,82, weekly, physical-keyboard,4,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",6,1756213259561,1756213259696,a,65, weekly, physical-keyboard,5,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",7,1756213259638,1756213259707,t,84, weekly, physical-keyboard,6,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",8,1756213259785,1756213259858,e,69, weekly, physical-keyboard,7,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",9,1756213259885,1756213259977, ,32, weekly, physical-keyboard,8,0,1,0
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",10,1756213260281,1756213260370,a,65, weekly, physical-keyboard,9,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",11,1756213260322,1756213260382,n,78, weekly, physical-keyboard,10,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",12,1756213260480,1756213260559, ,32, weekly, physical-keyboard,11,0,1,0
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",13,1756213260708,1756213260788,i,73, weekly, physical-keyboard,12,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",14,1756213260913,1756213260992,m,77, weekly, physical-keyboard,13,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",15,1756213261004,1756213261095,a,65, weekly, physical-keyboard,14,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",16,1756213261142,1756213261222,g,71, weekly, physical-keyboard,15,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",17,1756213261292,1756213261353,e,69, weekly, physical-keyboard,16,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",18,1756213261363,1756213261425, ,32, weekly, physical-keyboard,17,0,1,0
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",19,1756213261574,1756213261656,o,79, weekly, physical-keyboard,18,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",20,1756213261687,1756213261770,f,70, weekly, physical-keyboard,19,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",21,1756213261810,1756213261898, ,32, weekly, physical-keyboard,20,0,1,0
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",22,1756213261961,1756213262047,t,84, weekly, physical-keyboard,21,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",23,1756213262467,1756213262570,w,87, weekly, physical-keyboard,22,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",24,1756213262597,1756213262666,o,79, weekly, physical-keyboard,23,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",25,1756213262705,1756213262792, ,32, weekly, physical-keyboard,24,0,1,0
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",26,1756213262980,1756213263075,p,80, weekly, physical-keyboard,25,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",27,1756213263098,1756213263167,e,69, weekly, physical-keyboard,26,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",28,1756213263516,1756213263598,o,79, weekly, physical-keyboard,26,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",29,1756213263817,1756213263915,p,80, weekly, physical-keyboard,26,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",30,1756213264982,1756213265528,Backspace,8, weekly, physical-keyboard,26,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",31,1756213265490,1756213272650,Backspace,8, weekly, physical-keyboard,26,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",32,1756213265520,1756213272856,Backspace,8, weekly, physical-keyboard,26,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",33,1756213266270,1756213266346,e,69, weekly, physical-keyboard,26,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",34,1756213266353,1756213266427,o,79, weekly, physical-keyboard,27,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",35,1756213266514,1756213266578,p,80, weekly, physical-keyboard,28,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",36,1756213266666,1756213266732,l,76, weekly, physical-keyboard,29,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",37,1756213266740,1756213266823,e,69, weekly, physical-keyboard,30,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",38,1756213266837,1756213266901, ,32, weekly, physical-keyboard,31,0,1,0
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",39,1756213266954,1756213267038,s,83, weekly, physical-keyboard,32,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",40,1756213267056,1756213267133,i,73, weekly, physical-keyboard,33,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",41,1756213267199,1756213267267,t,84, weekly, physical-keyboard,34,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",42,1756213267354,1756213267428,t,84, weekly, physical-keyboard,35,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",43,1756213267425,1756213267484,i,73, weekly, physical-keyboard,36,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",44,1756213267596,1756213267657,n,78, weekly, physical-keyboard,37,0,1,1
67430c9cce2366e644146584,image-to-prompt,0,2,6,Generate an image of two people sitting by the desk on chairs. Both of them are working on the computer. One person is male and other one is female.,"[62,149]","[0,61]",45,1756213267678,1756213267733,g,71, weekly, physical-keyboard,38,0,1,1
