PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR
6400e3697879c55c323f34d0,prompt-to-text,0,1,1,An illustrated mascot for a mom and pop video store chain. The character is a cartoon raccoon dressed in early 90s fashion with a backwards baseball cap and pastel colors for his t-shirt and jeans. He's posed with attitude holding a VHS tape in his right hand,"[78,196]","[3,58]",0,1756211905453,1756211905775,Shift,16, weekly, physical-keyboard,0
6400e3697879c55c323f34d0,prompt-to-text,0,1,1,An illustrated mascot for a mom and pop video store chain. The character is a cartoon raccoon dressed in early 90s fashion with a backwards baseball cap and pastel colors for his t-shirt and jeans. He's posed with attitude holding a VHS tape in his right hand,"[78,196]","[3,58]",1,1756211905603,1756211905746,A,65, weekly, physical-keyboard,0
6400e3697879c55c323f34d0,prompt-to-text,0,1,1,An illustrated mascot for a mom and pop video store chain. The character is a cartoon raccoon dressed in early 90s fashion with a backwards baseball cap and pastel colors for his t-shirt and jeans. He's posed with attitude holding a VHS tape in his right hand,"[78,196]","[3,58]",2,1756211905693,1756211905806, ,32, weekly, physical-keyboard,1
6400e3697879c55c323f34d0,prompt-to-text,0,1,1,An illustrated mascot for a mom and pop video store chain. The character is a cartoon raccoon dressed in early 90s fashion with a backwards baseball cap and pastel colors for his t-shirt and jeans. He's posed with attitude holding a VHS tape in his right hand,"[78,196]","[3,58]",3,1756211907836,1756211907936,Backspace,8, weekly, physical-keyboard,1
6400e3697879c55c323f34d0,prompt-to-text,0,1,1,An illustrated mascot for a mom and pop video store chain. The character is a cartoon raccoon dressed in early 90s fashion with a backwards baseball cap and pastel colors for his t-shirt and jeans. He's posed with attitude holding a VHS tape in his right hand,"[78,196]","[3,58]",4,1756211908084,1756211908210,n,78, weekly, physical-keyboard,1
6400e3697879c55c323f34d0,prompt-to-text,0,1,1,An illustrated mascot for a mom and pop video store chain. The character is a cartoon raccoon dressed in early 90s fashion with a backwards baseball cap and pastel colors for his t-shirt and jeans. He's posed with attitude holding a VHS tape in his right hand,"[78,196]","[3,58]",5,1756211908213,1756211908288, ,32, weekly, physical-keyboard,2
6400e3697879c55c323f34d0,prompt-to-text,0,1,1,An illustrated mascot for a mom and pop video store chain. The character is a cartoon raccoon dressed in early 90s fashion with a backwards baseball cap and pastel colors for his t-shirt and jeans. He's posed with attitude holding a VHS tape in his right hand,"[78,196]","[3,58]",6,1756211908370,1756211908454,i,73, weekly, physical-keyboard,3
6400e3697879c55c323f34d0,prompt-to-text,0,1,1,An illustrated mascot for a mom and pop video store chain. The character is a cartoon raccoon dressed in early 90s fashion with a backwards baseball cap and pastel colors for his t-shirt and jeans. He's posed with attitude holding a VHS tape in his right hand,"[78,196]","[3,58]",7,1756211908647,1756211908706,l,76, weekly, physical-keyboard,4
6400e3697879c55c323f34d0,prompt-to-text,0,1,1,An illustrated mascot for a mom and pop video store chain. The character is a cartoon raccoon dressed in early 90s fashion with a backwards baseball cap and pastel colors for his t-shirt and jeans. He's posed with attitude holding a VHS tape in his right hand,"[78,196]","[3,58]",8,1756211908786,1756211908863,l,76, weekly, physical-keyboard,5
6400e3697879c55c323f34d0,prompt-to-text,0,1,1,An illustrated mascot for a mom and pop video store chain. The character is a cartoon raccoon dressed in early 90s fashion with a backwards baseball cap and pastel colors for his t-shirt and jeans. He's posed with attitude holding a VHS tape in his right hand,"[78,196]","[3,58]",9,1756211908994,1756211909086,u,85, weekly, physical-keyboard,6
6400e3697879c55c323f34d0,prompt-to-text,0,1,1,An illustrated mascot for a mom and pop video store chain. The character is a cartoon raccoon dressed in early 90s fashion with a backwards baseball cap and pastel colors for his t-shirt and jeans. He's posed with attitude holding a VHS tape in his right hand,"[78,196]","[3,58]",10,1756211909151,1756211909244,s,83, weekly, physical-keyboard,7
6400e3697879c55c323f34d0,prompt-to-text,0,1,1,An illustrated mascot for a mom and pop video store chain. The character is a cartoon raccoon dressed in early 90s fashion with a backwards baseball cap and pastel colors for his t-shirt and jeans. He's posed with attitude holding a VHS tape in his right hand,"[78,196]","[3,58]",11,1756211909312,1756211909395,t,84, weekly, physical-keyboard,8
6400e3697879c55c323f34d0,prompt-to-text,0,1,1,An illustrated mascot for a mom and pop video store chain. The character is a cartoon raccoon dressed in early 90s fashion with a backwards baseball cap and pastel colors for his t-shirt and jeans. He's posed with attitude holding a VHS tape in his right hand,"[78,196]","[3,58]",12,1756211909467,1756211909568,r,82, weekly, physical-keyboard,9
