PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,CONFIDENT_MARKED_CHAR,UNCONFIDENT_MARKED_CHAR,WORD,D1U1,D1D2,U1U2,D1U2
616f9519fb3906da76b8e173,prompt-to-text,0,0,2,Create a story about a little black cat being friends with 3 big and angry dogs. Also try to make it funny and not too large.  Use some slang when the cat talks and use good redaction. the slangs have to be american,"[69,79];[0,60];[81,106];[127,183]","[61,64];[107,124];[185,215]",0,1756256848765,1756256848912,CapsLock,20, weekly, physical-keyboard,-1,0,0,0,147.0,,,552.0
616f9519fb3906da76b8e173,prompt-to-text,0,0,2,Create a story about a little black cat being friends with 3 big and angry dogs. Also try to make it funny and not too large.  Use some slang when the cat talks and use good redaction. the slangs have to be american,"[69,79];[0,60];[81,106];[127,183]","[61,64];[107,124];[185,215]",1,1756256849180,1756256849317,C,67, weekly, physical-keyboard,0,1,0,1,137.0,415.0,405.0,250.0
616f9519fb3906da76b8e173,prompt-to-text,0,0,2,Create a story about a little black cat being friends with 3 big and angry dogs. Also try to make it funny and not too large.  Use some slang when the cat talks and use good redaction. the slangs have to be american,"[69,79];[0,60];[81,106];[127,183]","[61,64];[107,124];[185,215]",2,1756256849308,1756256849430,CapsLock,20, weekly, physical-keyboard,-1,0,0,0,122.0,128.0,113.0,387.0
616f9519fb3906da76b8e173,prompt-to-text,0,0,2,Create a story about a little black cat being friends with 3 big and angry dogs. Also try to make it funny and not too large.  Use some slang when the cat talks and use good redaction. the slangs have to be american,"[69,79];[0,60];[81,106];[127,183]","[61,64];[107,124];[185,215]",3,1756256849509,1756256849695,r,82, weekly, physical-keyboard,1,1,0,1,186.0,201.0,265.0,215.0
616f9519fb3906da76b8e173,prompt-to-text,0,0,2,Create a story about a little black cat being friends with 3 big and angry dogs. Also try to make it funny and not too large.  Use some slang when the cat talks and use good redaction. the slangs have to be american,"[69,79];[0,60];[81,106];[127,183]","[61,64];[107,124];[185,215]",4,1756256849629,1756256849724,e,69, weekly, physical-keyboard,2,1,0,1,95.0,120.0,29.0,237.0
616f9519fb3906da76b8e173,prompt-to-text,0,0,2,Create a story about a little black cat being friends with 3 big and angry dogs. Also try to make it funny and not too large.  Use some slang when the cat talks and use good redaction. the slangs have to be american,"[69,79];[0,60];[81,106];[127,183]","[61,64];[107,124];[185,215]",5,1756256849734,1756256849866,a,65, weekly, physical-keyboard,3,1,0,1,132.0,105.0,142.0,335.0
616f9519fb3906da76b8e173,prompt-to-text,0,0,2,Create a story about a little black cat being friends with 3 big and angry dogs. Also try to make it funny and not too large.  Use some slang when the cat talks and use good redaction. the slangs have to be american,"[69,79];[0,60];[81,106];[127,183]","[61,64];[107,124];[185,215]",6,1756256849908,1756256850069,t,84, weekly, physical-keyboard,4,1,0,1,161.0,174.0,203.0,194.0
616f9519fb3906da76b8e173,prompt-to-text,0,0,2,Create a story about a little black cat being friends with 3 big and angry dogs. Also try to make it funny and not too large.  Use some slang when the cat talks and use good redaction. the slangs have to be american,"[69,79];[0,60];[81,106];[127,183]","[61,64];[107,124];[185,215]",7,1756256849961,1756256850102,e,69, weekly, physical-keyboard,5,1,0,1,141.0,53.0,33.0,269.0
616f9519fb3906da76b8e173,prompt-to-text,0,0,2,Create a story about a little black cat being friends with 3 big and angry dogs. Also try to make it funny and not too large.  Use some slang when the cat talks and use good redaction. the slangs have to be american,"[69,79];[0,60];[81,106];[127,183]","[61,64];[107,124];[185,215]",8,1756256850159,1756256850230, ,32, weekly, physical-keyboard,6,1,0,0,71.0,198.0,128.0,298.0
616f9519fb3906da76b8e173,prompt-to-text,0,0,2,Create a story about a little black cat being friends with 3 big and angry dogs. Also try to make it funny and not too large.  Use some slang when the cat talks and use good redaction. the slangs have to be american,"[69,79];[0,60];[81,106];[127,183]","[61,64];[107,124];[185,215]",9,1756256850325,1756256850457,a,65, weekly, physical-keyboard,7,1,0,1,132.0,166.0,227.0,185.0
