PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",0,1756999950258,1756999950366,CapsLock,20, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",1,1756999950451,1756999950523,A,65, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",2,1756999950630,1756999950735,CapsLock,20, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",3,1756999950737,1756999950871, ,32, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",4,1756999950851,1756999950963,b,66, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",5,1756999951029,1756999951119,a,65, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",6,1756999951472,1756999951530,Backspace,8, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",7,1756999951608,1756999951665,Backspace,8, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",8,1756999951770,1756999951871,n,78, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",9,1756999951860,1756999951938,a,65, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",10,1756999952356,1756999952388,r,82, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",11,1756999952504,1756999952534,r,82, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",12,1756999952574,1756999952679,o,79, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",13,1756999952886,1756999952991,w,87, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",14,1756999953756,1756999953899, ,32, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",15,1756999954213,1756999954302,c,67, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",16,1756999954428,1756999954526,o,79, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",17,1756999954711,1756999954758,b,66, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",18,1756999954850,1756999954925,b,66, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",19,1756999955074,1756999955188,l,76, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",20,1756999955694,1756999955756,e,69, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",21,1756999955862,1756999955973,s,83, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",22,1756999956304,1756999956400,t,84, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",23,1756999956390,1756999956502,o,79, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",24,1756999956502,1756999956606,n,78, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",25,1756999956593,1756999956680,e,69, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",26,1756999958058,1756999958174, ,32, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",27,1756999960466,1756999960579,s,83, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",28,1756999960926,1756999961015,t,84, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",29,1756999961034,1756999961103,r,82, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",30,1756999961253,1756999961350,e,69, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",31,1756999961413,1756999961519,e,69, monthly, physical-keyboard
5ed02ffb8090240f93ab74ad,prompt-to-text,0,1,1,"A narrow cobblestone street in a quiet European village at dust. Warm lights glow from the windows, ivy climbs the old brick walls and a black cat sits near a wooden door. The sky is turning deep blue and lanterns are just starting to flicker on.","[0,98]","[137,170]",32,1756999961508,1756999961587,t,84, monthly, physical-keyboard
