PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",0,1756275030794,1756275030890,t,84, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",1,1756275030988,1756275031081,w,87, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",2,1756275031155,1756275031272,o,79, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",3,1756275031411,1756275031533, ,32, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",4,1756275032045,1756275032157,o,79, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",5,1756275032140,1756275032225,f,70, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",6,1756275032305,1756275032389,f,70, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",7,1756275032395,1756275032494,i,73, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",8,1756275032518,1756275032629,c,67, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",9,1756275032590,1756275032721,e,69, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",10,1756275032732,1756275032882, ,32, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",11,1756275033166,1756275033282,w,87, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",12,1756275033462,1756275033595,o,79, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",13,1756275033581,1756275033689,r,82, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",14,1756275033707,1756275033846,k,75, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",15,1756275033836,1756275033938,e,69, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",16,1756275033907,1756275034011,r,82, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",17,1756275034096,1756275034233,s,83, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",18,1756275034188,1756275034326,",",188, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",19,1756275034280,1756275034444, ,32, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",20,1756275034760,1756275034876,m,77, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",21,1756275034867,1756275035012,a,65, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",22,1756275034973,1756275035113,n,78, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",23,1756275035079,1756275035220, ,32, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",24,1756275035215,1756275035371,a,65, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",25,1756275035743,1756275035820,Backspace,8, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",26,1756275035904,1756275035990,Backspace,8, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",27,1756275036064,1756275036149,Backspace,8, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",28,1756275036235,1756275036328,Backspace,8, daily, physical-keyboard
566bdeb3beaf21001240085a,image-to-prompt,3,0,5,"two office workers, a man and a woman, from behind, on a well-lit office, working in front of their computers. Each of their desks have a lamp on the side, outside you can see the skyscraper in front of their own.","[0,72]","[74,110];[111,154];[156,190]",29,1756275036540,1756275036660,Backspace,8, daily, physical-keyboard
